Horodateur,Date,Heure / Time,Vélos depuis le 1er janvier / Grand total,Vélos ce jour / Today's total,"Si vous souhaitez, vous pouvez transmettre une image ou une vidéo ici","Une remarque, un commentaire ? L'espace ci-dessous vous est ouvert ! / Open comments below",Date,,
21/05/2020 21:53:14,21/05/2020,19:55:00,37954,788,,<3,,,
22/05/2020 07:46:11,22/05/2020,07:40:00,38194,42,,Bonjourrrrr,,,
22/05/2020 08:57:12,21/05/2020,20:11:00,37974,808,,Totem du soir bonsoir (dédé pour Pierre),,,
22/05/2020 20:12:32,22/05/2020,20:02:00,39059,907,,Petit cheminot où es-tu ? Petit cheminot m'entends-tu ? Petit cheminot regarde-mouaaaa... je pense à touaaaa... la la la la la tchaf tchaf,,,
23/05/2020 06:59:56,23/05/2020,06:54:00,39288,26,,Demain 7h on viens te dire bonjour ;),,,
23/05/2020 17:06:05,23/05/2020,12:34:00,39558,296,,toutes ces coïncidences...,,,
23/05/2020 18:19:34,23/05/2020,18:01:00,39880,618,,"alors, 40 000 ce soir ou demain matin ??? mystère !!",,,
23/05/2020 19:30:34,23/05/2020,19:10:00,39965,703,,merci nanée !!,,,
23/05/2020 20:17:47,23/05/2020,19:56:00,40017,755,,oups...,,,
24/05/2020 06:43:31,24/05/2020,06:40:00,40206,23,,🌇🌆🌃🚴‍♀️🚴‍♂️,,,
24/05/2020 10:49:39,24/05/2020,08:24:00,40219,36,,Tout ira bien à vélo !,,,
24/05/2020 12:13:16,24/05/2020,12:04:00,40399,216,,les 3000km du vélo d'aurore !!!,,,
24/05/2020 22:14:57,24/05/2020,21:47:00,40867,684,,PUTAIN D'AUTOCOLLANT (JE SUIS PAS EN COLÈRE J'AI JUSTE OUBLIE D'ENLEVER LE VERROUILLAGE MAJUSCULE),,,
25/05/2020 12:56:18,25/05/2020,12:56:00,41340,404,,"Whaou, il va encore y avoir du monde aujourd'hui. Record en vue ?",,,
25/05/2020 13:53:01,25/05/2020,13:30:00,41389,453,,merci Sophie L !,,,
25/05/2020 13:54:09,25/05/2020,06:28:00,40953,17,,"A totaym a day keep the doctor away (variante de ""Un totem le lundi matin et la semaine se passera bien"")",,,
25/05/2020 19:44:11,25/05/2020,18:56:00,41882,946,,magic clem aux platines 😎️,,,
25/05/2020 21:55:47,25/05/2020,21:09:00,42043,1107,,m'aideras tu à obtenir les données de tes petits frères ?,,,
26/05/2020 07:42:57,26/05/2020,05:55:00,42153,14,,Première visite pour le vélo de monsieur ;),,,
26/05/2020 20:11:14,26/05/2020,17:53:00,43044,905,,Et oui des fois je prends le temps de rentrer les datas 😊,,,
26/05/2020 22:07:06,26/05/2020,21:57:00,43427,1288,,"Pendant que certains boivent des bières, Totem bouffe du velos !",,,
27/05/2020 13:15:16,27/05/2020,12:10:00,43900,378,,merci Nico !,,,
27/05/2020 22:15:15,27/05/2020,21:04:00,44741,1219,,un bon petit mercredi bien achalandé,,,
28/05/2020 07:23:07,28/05/2020,07:22:00,44906,40,,,retour à GMT,,
28/05/2020 10:27:36,28/05/2020,09:16:00,45108,242,,merci Pierre !,,,
28/05/2020 10:28:26,28/05/2020,08:32:00,45011,145,,merci Clémence !,,,
28/05/2020 10:42:15,27/05/2020,12:30:00,44103,581,,photo Toto,,,
28/05/2020 20:54:27,28/05/2020,20:32:00,46185,1319,,Youna t'es la meilleure !,,,
29/05/2020 10:55:59,28/05/2020,20:54:00,46220,1354,,Quoi de plus beau que les dernières lueurs du jour illuminant Totem ?,,,
29/05/2020 10:57:59,28/05/2020,23:56:00,46354,1488,,sans rancune aucune,,,
29/05/2020 10:59:19,28/05/2020,16:35:00,45634,768,,nouveau style surexposé,,,
29/05/2020 11:03:28,28/05/2020,14:39:00,45477,611,,merci Barbara !,,,
29/05/2020 17:05:29,29/05/2020,17:01:00,47250,895,,quel suspense !!!,,,
29/05/2020 19:36:46,29/05/2020,19:33:00,47538,1183,,merci Aurore !,,,
30/05/2020 14:45:40,30/05/2020,11:42:00,48081,281,,aaaaaaaaaahhh mon totem,,,
30/05/2020 14:46:37,30/05/2020,10:57:00,48028,228,,:garde_britannique_homme:,,,
30/05/2020 16:38:17,30/05/2020,15:45:00,48360,560,,Merci Lucie B !,,,
30/05/2020 17:19:28,30/05/2020,16:47:00,48454,654,,aurorologie tardive :-) ,,,
30/05/2020 17:37:33,30/05/2020,17:35:00,48520,720,,,,,
30/05/2020 17:40:34,30/05/2020,17:39:00,48522,722,,Je crois je me suis trompé dans la saisie juste avant:),,,
30/05/2020 19:00:05,30/05/2020,18:41:00,48613,813,,"Vivement l'heure de pointe du samedi soir, à quelle heure va-t-on dépasser les mille ?",,,
31/05/2020 14:15:42,31/05/2020,12:18:00,49198,288,,retour de sunrise ride - bravo Nanée pour cette première sortie de >40km :muscle:,,,
31/05/2020 18:50:25,31/05/2020,17:43:00,49465,555,,Merci Lucie B. !,,,
31/05/2020 21:20:22,31/05/2020,21:09:00,49684,774,,,,,
01/06/2020 07:13:44,01/06/2020,07:05:00,49810,44,,,,,
01/06/2020 09:14:54,01/06/2020,08:16:00,49826,60,,Merci Fred !,,,
01/06/2020 14:34:02,01/06/2020,12:35:00,50000,234,,"Quand il s'agit d'assurer pour attraper les 50 000, il faut bien deux Fred ; c'est plus sûr, et ça marche !!!",,,
01/06/2020 14:35:04,01/06/2020,13:34:00,50033,267,,Des deux couillons seul le plus couillon est capable d'avoir les deux chiffres bien visibles,,,
02/06/2020 13:16:52,02/06/2020,13:01:00,51145,539,,Baptême totem pour Sophia ! ,,,
02/06/2020 13:17:57,02/06/2020,12:55:00,51139,533,,saisie YH pour NLM,,,
02/06/2020 19:33:06,02/06/2020,18:26:00,51743,1137,,,,,
03/06/2020 00:29:23,02/06/2020,22:45:00,52163,1557,,"quand le prez n'a plus de batterie, il dicte au vice-prez qui fait secrétairz",,,
03/06/2020 06:59:32,03/06/2020,06:56:00,52307,94,,Coucou Totem !!!! Bon record à  toi :),,,
03/06/2020 11:28:40,03/06/2020,10:02:00,52577,364,,"Toto, je ne veux pas de commentaire sur mes horaires de boulot... ;-)",,,
03/06/2020 12:01:31,02/06/2020,19:44:00,51945,1339,,avec toujours 35% des cyclistes qui passent à côté,,,
03/06/2020 12:03:15,02/06/2020,19:13:00,51871,1265,,Même à 19h13 il fait encore trop chaud...,,,
03/06/2020 20:41:19,03/06/2020,20:24:00,53613,1400,,,,,
03/06/2020 22:41:02,03/06/2020,21:23:00,53661,1448,,,,,
04/06/2020 14:10:51,04/06/2020,12:02:00,54016,290,,il pleut !!!,,,
05/06/2020 00:49:55,04/06/2020,18:37:00,54570,844,,"les 4 chiffres bien visibles, la spéciale de Fred !",,,
05/06/2020 00:51:14,04/06/2020,18:57:00,54599,873,,"là on est censé écrire un truc drôle ou inspirant, non ?",,,
05/06/2020 00:52:06,04/06/2020,15:09:00,54216,490,,merciiiiiiiiiii grazieeeee,,,
05/06/2020 16:56:23,05/06/2020,16:35:00,55729,800,,,,,
05/06/2020 20:10:26,05/06/2020,19:37:00,56129,1200,,Merci aurélien !,,,
06/06/2020 07:17:46,06/06/2020,07:16:00,56516,122,,122!!!? Je crois que c'est Record matinal et surtout pour un samedi!! 💪,,,
06/06/2020 13:14:38,06/06/2020,13:14:00,56840,446,,,,,
06/06/2020 15:43:41,06/06/2020,15:43:00,57006,612,,57000,,,
06/06/2020 22:14:27,06/06/2020,16:49:00,57110,716,,la plus belle qualitay c'ay de partageay,,,
07/06/2020 11:34:45,07/06/2020,07:33:00,57638,42,,vive l'aurorologie !,,,
07/06/2020 17:09:12,07/06/2020,16:08:00,57918,322,,,,,
07/06/2020 18:42:05,07/06/2020,18:23:00,58050,454,,"Montpellier à vélo, on dépasse les autos... ",,,
08/06/2020 16:49:42,08/06/2020,16:20:00,59176,862,,Pas de NoDataMonday !!! Merci Rachel,,,
08/06/2020 18:31:16,08/06/2020,17:37:00,59329,1015,,poussinette 🤣️🤣️🤣️,,,
09/06/2020 00:16:09,08/06/2020,19:57:00,59648,1334,,ah vous vous êtes croisay ?,oui ! on a discutay :),,
09/06/2020 00:17:05,08/06/2020,19:38:00,59614,1300,,,,,
09/06/2020 00:17:37,08/06/2020,19:24:00,59593,1279,,,,,
09/06/2020 00:18:24,08/06/2020,19:03:00,59538,1224,,,,,
09/06/2020 06:41:04,09/06/2020,06:40:00,59900,61,,On va pour le 60000 !!,,,
09/06/2020 15:51:08,09/06/2020,15:43:00,60607,768,,en attendant d'avoir le devinator et les abaques...,,,
09/06/2020 17:18:33,09/06/2020,17:10:00,60760,921,,,,,
09/06/2020 17:47:32,09/06/2020,17:26:00,60797,958,,,,,
09/06/2020 18:02:38,09/06/2020,17:36:00,60839,1000,,Barbara pour Clémence 🤗,,,
09/06/2020 19:49:26,09/06/2020,05:25:00,59890,51,,pierrot le lève-tôt !,,,
09/06/2020 19:50:04,09/06/2020,10:47:00,60254,415,,,,,
10/06/2020 06:51:53,10/06/2020,06:49:00,61342,44,,,,,
10/06/2020 08:08:39,10/06/2020,08:05:00,61418,120,,,,,
10/06/2020 11:58:33,10/06/2020,11:22:00,61715,417,,c'est embêtant ces chiffres qui changent tout le temps...,,,
10/06/2020 11:58:58,10/06/2020,11:22:00,61715,417,,saisie automatique aurore corrigée ensuite,,,
10/06/2020 20:33:10,10/06/2020,20:26:00,62686,1388,,:),,,
10/06/2020 22:18:28,10/06/2020,21:02:00,62739,1441,,et le 1442ème très peu de temps après :-) ,,,
10/06/2020 22:20:24,10/06/2020,22:12:00,62795,1497,,"Nanée, reine de la patience, recordman de la résistance à la tentation. Chapeau.",,,
11/06/2020 07:46:10,11/06/2020,07:45:00,62978,109,,Bonjouuuurrrrr,,,
11/06/2020 19:44:48,11/06/2020,19:40:00,64173,1304,,<3,,,
12/06/2020 09:01:28,11/06/2020,18:20:00,64004,1135,,"""Méfies-toi du cochon sur le totem"" (proverbe chinois)",,,
12/06/2020 15:04:26,12/06/2020,13:45:00,64632,281,,,,,
12/06/2020 15:07:50,12/06/2020,13:29:00,64623,272,,retour de réunion à 3M :-) ,,,
12/06/2020 17:24:58,12/06/2020,16:11:00,64747,396,,merci aurore !,,,
12/06/2020 17:49:42,12/06/2020,17:48:00,64846,495,,Ciaoo,,,
13/06/2020 11:39:49,13/06/2020,10:32:00,65366,163,,,,,
13/06/2020 15:05:38,13/06/2020,11:30:00,65410,207,,"Cheri je vais juste faire un petit tour...
:sunglasses::joy:
Totadrogay",,,
13/06/2020 19:43:16,13/06/2020,18:40:00,65859,656,,Quelqu'un.e doit bien rester ae garde du totaym pendant que les autres sauvent Castelnau  😂😂,,,
13/06/2020 20:28:25,10/06/2020,23:53:00,62867,1569,,,,,
13/06/2020 22:44:09,13/06/2020,18:48:00,65871,668,,Magnifique ciel !,,,
14/06/2020 06:35:37,14/06/2020,06:08:00,66301,111,,Wow !!!!,,,
14/06/2020 09:17:57,14/06/2020,09:15:00,66355,165,,,,,
14/06/2020 14:52:39,14/06/2020,12:08:00,66541,351,,Aurélien ,,,
14/06/2020 14:54:09,14/06/2020,12:08:00,66541,351,,Aurélien (2eme attempt),,,
14/06/2020 15:07:25,14/06/2020,14:17:00,66668,478,,Fred et pelouque,,,
14/06/2020 15:23:22,14/06/2020,14:16:00,66666,476,,"v'hell au cité , le club de l'enfer
",,,
15/06/2020 06:52:15,15/06/2020,06:51:00,67209,44,,,,,
15/06/2020 21:13:38,15/06/2020,21:08:00,68609,1444,,😘 https://twitter.com/aurorologue/status/1272608054169624576?s=19,,,
15/06/2020 21:42:20,15/06/2020,21:41:00,68668,1503,,Record!!!???,,,
15/06/2020 22:25:46,15/06/2020,20:35:00,68561,1396,,,,,
15/06/2020 23:04:31,15/06/2020,22:20:00,68700,1535,,,,,
16/06/2020 10:38:58,16/06/2020,10:11:00,69239,442,,Pierre's,,,
16/06/2020 18:25:33,16/06/2020,18:09:00,70158,1361,,,,,
16/06/2020 18:26:26,16/06/2020,15:39:00,69834,1037,,,,,
16/06/2020 19:31:44,16/06/2020,19:00:00,70296,1499,,,,,
16/06/2020 21:30:01,16/06/2020,19:25:00,70361,1564,,,,,
16/06/2020 21:58:08,16/06/2020,21:53:00,70597,1800,,Quel grand jour pour Toto !,,,
16/06/2020 22:01:07,16/06/2020,19:36:00,70397,1600,,Pierre à l'affut des chiffres,,,
16/06/2020 22:03:32,16/06/2020,15:39:00,69834,1037,,de retour de la manif de soutien aux soignants,,,
16/06/2020 22:05:56,15/06/2020,23:59:00,68797,1632,,et la magie de minuit agit...,,,
16/06/2020 23:07:32,16/06/2020,22:29:00,70627,1830,,I want to believe,,68797,
16/06/2020 23:57:56,16/06/2020,23:24:00,70666,1869,,satan y loge,,68797,
17/06/2020 00:33:31,16/06/2020,23:59:00,70695,1898,,Maintenant je sais.,,68797,
17/06/2020 08:28:04,17/06/2020,08:07:00,70867,172,,Quand on t’envoie des nouvelles du totem ! ,,70695,
17/06/2020 11:07:19,17/06/2020,10:19:00,71138,443,,Oups ! j'ai pas entendu mon réveil !!!,,70695,
17/06/2020 12:47:08,17/06/2020,12:32:00,71333,638,,"mon premier totem commentaire, toi toi mon toi, toi toi mon toTemoi <3 <3 <3",,70695,
17/06/2020 17:43:04,17/06/2020,16:55:00,71732,1037,,quadrio gagnant !,,70695,
17/06/2020 18:24:37,17/06/2020,18:24:00,71971,1276,,On est comment?? Record nouveau ou pas??,,70695,
17/06/2020 18:45:53,17/06/2020,18:45:00,72055,1360,,,,70695,
17/06/2020 20:16:06,17/06/2020,19:50:00,72217,1522,,,,70695,
17/06/2020 22:23:17,17/06/2020,22:11:00,72383,1688,,"on a battu le record d'avant le confinement une deuxième fois, mais évidemment après les 1898 d'hier, ça paraît petit :-)",,70695,
17/06/2020 23:44:05,17/06/2020,19:04:00,72117,1422,,wouch 100 vélos en 46 minutes..,,70695,
18/06/2020 06:25:37,18/06/2020,06:24:00,72516,66,,,,72450,1755
18/06/2020 07:11:03,18/06/2020,07:05:00,72544,94,,🌇,,72450,
18/06/2020 11:16:18,18/06/2020,11:13:00,72970,520,,Pierre's,,72450,
18/06/2020 15:35:31,18/06/2020,15:26:00,73336,886,,,,72450,73716
18/06/2020 18:46:16,18/06/2020,18:22:00,73716,1266,,mode distanciation totem max,,72450,1266
18/06/2020 19:59:51,18/06/2020,19:20:00,73860,1410,,on n'y voit goutte,,72450,
18/06/2020 20:31:27,18/06/2020,20:26:00,74002,1552,,,,72450,
18/06/2020 20:59:58,18/06/2020,20:41:00,74035,1585,,,,72450,
19/06/2020 13:34:49,19/06/2020,13:01:00,74808,615,,Pour Clémence ,,74193,
19/06/2020 16:34:00,19/06/2020,16:33:00,75138,945,,Sortie d ecole,,74193,
19/06/2020 18:33:41,19/06/2020,18:33:00,75378,1185,,,,74193,
19/06/2020 18:46:09,19/06/2020,18:45:00,75411,1218,,,,74193,
19/06/2020 20:32:18,19/06/2020,18:19:00,75351,1158,,,,74193,
20/06/2020 10:40:26,20/06/2020,10:37:00,76038,228,,Bon week-end Pierre !,,75810,1617
20/06/2020 11:13:54,20/06/2020,10:50:00,76049,239,,,,75810,
20/06/2020 19:57:55,20/06/2020,19:45:00,76641,831,,Pour Nanee,,75810,
20/06/2020 20:06:01,20/06/2020,19:45:00,76641,831,,,,75810,
21/06/2020 08:20:38,21/06/2020,08:20:00,77014,122,,,,76892,1082
21/06/2020 16:18:29,21/06/2020,16:17:00,77364,472,,,,76892,
21/06/2020 19:10:01,21/06/2020,14:55:00,77306,414,,,,76892,
21/06/2020 23:20:41,21/06/2020,22:29:00,77707,815,,,,76892,
22/06/2020 09:10:58,22/06/2020,07:34:00,77851,106,,,,,
22/06/2020 10:30:25,22/06/2020,10:30:00,78203,458,,,,,
22/06/2020 12:01:36,22/06/2020,12:00:00,78309,564,,,,,
22/06/2020 12:32:07,22/06/2020,12:30:00,78352,607,,,,,
22/06/2020 18:22:56,22/06/2020,18:22:00,78922,1177,,,,,
22/06/2020 19:38:15,22/06/2020,19:06:00,79046,1301,,,,,
22/06/2020 21:27:28,22/06/2020,21:02:00,79251,1506,,,,,
23/06/2020 06:39:03,23/06/2020,04:58:00,79422,38,,Pierre :),,,
23/06/2020 08:25:16,23/06/2020,08:23:00,79592,208,,,,,
23/06/2020 18:57:48,23/06/2020,18:44:00,80732,1348,,pour Nanee,,,
23/06/2020 18:59:10,23/06/2020,18:44:00,80732,1348,,,,,
24/06/2020 12:02:07,24/06/2020,10:46:00,81616,465,,Merci Rachel !,,,
24/06/2020 12:06:40,24/06/2020,09:00:00,81457,306,,Passage  en tram,,,
24/06/2020 13:38:01,24/06/2020,02:54:00,81193,42,,Last night a totem saved my life !,,,
24/06/2020 19:18:17,16/06/2020,00:01:00,68797,0,,test Denis,,,
24/06/2020 19:38:14,24/06/2020,19:27:00,82479,1328,,merci  pierre !,,,
24/06/2020 21:08:36,24/06/2020,21:02:00,82629,1478,,,,,
24/06/2020 21:55:20,24/06/2020,21:41:00,82677,1526,,shiva panneau vous êtes trop fort.e.s,,,
24/06/2020 22:27:48,24/06/2020,22:09:00,82709,1558,,,,,
25/06/2020 15:15:12,25/06/2020,15:02:00,83660,858,,merci Barbara !,,,
25/06/2020 20:50:21,25/06/2020,20:50:00,84435,1633,,,,,
25/06/2020 20:57:41,25/06/2020,20:06:00,84364,1562,,Je me suis trompée de 100 dans lq saisi d'avant :fouet: 🤦‍♀️https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1593111379004900,,,
25/06/2020 21:57:38,25/06/2020,20:40:00,84415,1613,,,,,
25/06/2020 22:46:42,25/06/2020,22:38:00,84549,1747,,pour Cléméncé :P je sais pas où va l'accent :P,,,
26/06/2020 10:05:39,26/06/2020,10:05:00,85064,462,,,,,
26/06/2020 13:17:44,26/06/2020,09:53:00,85049,447,,"Totem, pour toi, on ira décrocher la Lune, on ira gravir la plus haute montagne, on  fera fermer des 4 voies et on remettra les flying k5 jusqu'à la nuit des temps.
Totem, je t'aime.",,,
26/06/2020 18:04:28,26/06/2020,12:08:00,85203,601,,tooooooooteeeeeeem <3 <3 <3 <3 <3,,,
26/06/2020 18:34:21,26/06/2020,18:34:00,85900,1298,,,,,
26/06/2020 18:57:25,26/06/2020,18:12:00,85851,1249,,,,,
26/06/2020 22:27:14,26/06/2020,21:00:00,86174,1572,,going up ! ,,,
26/06/2020 22:57:49,26/06/2020,22:40:00,86280,1678,,,,,
27/06/2020 00:10:45,26/06/2020,23:29:00,86335,1733,,,,,
27/06/2020 00:43:55,27/06/2020,00:41:00,86368,17,,Pour Nanee,,,
27/06/2020 15:19:28,27/06/2020,12:02:00,86682,331,,Fait trop chaud pour totemiser !,,,
27/06/2020 17:29:05,27/06/2020,17:03:00,87011,660,,,,,
27/06/2020 19:20:48,27/06/2020,19:04:00,87178,827,,JOYEUX ANNIVERSAIRE MARIE !!!!!,,,
28/06/2020 00:16:50,27/06/2020,23:44:00,87431,1080,,,,,
28/06/2020 00:17:38,28/06/2020,00:00:00,87438,1,,,,,
28/06/2020 15:26:31,28/06/2020,14:43:00,87899,462,,Alors ? Et vous ? Pour qui avez-vous voté et pourquoi Delafosse (ou pas) ?,,,
28/06/2020 18:19:27,28/06/2020,17:42:00,88054,617,,MonMoustacheMonVote,,,
28/06/2020 19:08:10,28/06/2020,19:07:00,88155,718,,,,,
29/06/2020 09:04:44,29/06/2020,07:40:00,88482,102,,,,,
29/06/2020 09:05:28,29/06/2020,09:03:00,88703,323,,,,,
29/06/2020 19:24:28,29/06/2020,18:52:00,89601,1221,,un deux ou deux un ??? :cri_du_chat:,,,
29/06/2020 19:25:19,29/06/2020,11:57:00,88888,508,,huiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit,,,
29/06/2020 20:46:39,29/06/2020,18:35:00,89551,1171,,"Le totem c'est un peu le grand frère ou la grande soeur qu'on a pas eu, notre confident, une épaule solide sur laquelle on est sûr de pouvoir compter, un ami, une référence, un peu comme une piste cyclable continue en monodir de chaque côté avec carrefour à la hollandaise",,,
29/06/2020 22:38:17,29/06/2020,22:02:00,89887,1507,,22h02. C'est du harcèlement. Ce n'est pas joli joli de nous faire ça madâme.,,,
30/06/2020 09:22:43,30/06/2020,09:21:00,90412,444,,,,,
30/06/2020 12:11:02,30/06/2020,12:09:00,90668,700,,,,,
30/06/2020 12:35:00,30/06/2020,12:30:00,90708,740,,40 🚲 en ~20minutes,,,
30/06/2020 13:16:31,30/06/2020,12:06:00,90660,692,,"Toute première fois, toutoute première fois!",,,
30/06/2020 18:56:46,30/06/2020,18:47:00,91445,1477,,saisie anonyme :tire_la_langue:,,,
30/06/2020 19:28:51,30/06/2020,18:55:00,91468,1500,,ça papote ça papote,,,
30/06/2020 19:45:23,30/06/2020,19:03:00,91490,1522,,For clémence ,,,
30/06/2020 22:06:15,30/06/2020,22:02:00,91772,1804,,,,,
30/06/2020 22:35:51,30/06/2020,21:35:00,91755,1787,,un hasard ??....,,,
30/06/2020 22:36:42,30/06/2020,21:53:00,91769,1801,,...je ne crois pas.,,,
01/07/2020 06:36:03,01/07/2020,06:34:00,91976,95,,,,,
01/07/2020 07:04:53,01/07/2020,07:00:00,91983,102,,"Erreur de frappe dans la manip précédente 🤦‍♀️
Pas encore bu mon café ",,,
01/07/2020 16:21:24,01/07/2020,16:20:00,92831,950,,Team-ide,,,
01/07/2020 17:46:04,01/07/2020,17:45:00,93021,1140,,,,,
01/07/2020 18:03:17,01/07/2020,18:02:00,93094,1213,,,,,
01/07/2020 18:14:07,01/07/2020,18:13:00,93121,1240,,100 veloen 30 minutes ,,,
01/07/2020 19:02:41,01/07/2020,18:47:00,93221,1340,,200 vélo (via totem)  en  1h 😍😍,,,
01/07/2020 19:21:35,01/07/2020,18:09:00,93113,1232,,j'adore !! les deux chiffres et le président bien visibles :-) ,,,
01/07/2020 22:19:38,01/07/2020,22:13:00,93521,1640,,T'étais encore au resto ??? :-D,,,
01/07/2020 23:23:56,01/07/2020,23:21:00,93581,1700,,une belle contribution de notre ami Thiours !!!,,,
02/07/2020 07:16:11,02/07/2020,07:15:00,93695,93,,Timide,,,
02/07/2020 09:00:27,02/07/2020,09:00:00,93956,354,,Timide et drogay,,,
02/07/2020 09:22:31,02/07/2020,09:21:00,94006,404,,Timide,,,
02/07/2020 13:29:52,02/07/2020,06:30:00,93673,71,,Pierre le matinal,,,
02/07/2020 14:08:18,02/07/2020,14:07:00,94396,794,,Tim,,,
02/07/2020 14:31:01,02/07/2020,14:30:00,94422,820,,Ide,,,
02/07/2020 17:28:39,02/07/2020,17:04:00,94671,1069,,"Charles, c'est intéressant les plans larges, mais peu lisible... ;-)",,,
02/07/2020 22:23:13,02/07/2020,21:33:00,95304,1702,,"Totem, 
ça faisait lgtps que je ne t'avais pas personnellement confié les chiffres, ces fameux chiffres bien visibles qui t'appartiennent. Ils sont ton unique raison de vivre et je comprends ta frustration. Sache qu'elle est partagée par nombre d'entre nous. Au fond tout cela ne veut rien dire. 1 vélo, 2 vélos, 100 000 vélos, 145 000 vélos. Je ne sais plus. Tout cela a-t-il du sens? 
Si je le pouvais, pour toi Totem, je n'irai pas décrocher la Lune, j'irai installer des compteurs sur le trottoir d'en face et partout où il le faudra, et ce, jusqu'à la nuit des temps.
Totem,
Je t'aime.",,,
02/07/2020 23:13:55,02/07/2020,23:10:00,95400,1798,,"Le destin a voulu que ce soir encore (pour la 4eme fois, non ?) le totem dépasse les 1800. C'est pour l'instant un moment rare, connu et apprécié d'un petit groupe d'amateuses et amateurs, mais il faut se rendre à l'évidence... dès septembre les 2000 seront régulièrement dépassés et probablement assez vite aussi les 3000 et... que voulez-vous que je vous dise... Mektoub.",,,
02/07/2020 23:21:26,02/07/2020,23:15:00,95412,1810,,"C'est une bonne situation, ça, scribe de totaym ?
Vous savez... je ne crois pas qu'on puisse parler de bonne.. ou de mauvaise situation.. le totaym ce sont avant tout des rencontres.. des gens qui, un jour, te tendent la main alors que tu n'avais pas de carte des temps de trajets ou que tu n'étais pas encore adhérent à Vélocité alors oui.. je chante le totaym, je danse le totaym",,,
02/07/2020 23:39:53,02/07/2020,23:31:00,95424,1822,,moi ce qui me déglingue c'est d'imaginer que les personnes qui n'ont pas encore vu la remise à zéro du totaym à minuit constitue (apparemment) l'écrasante majorité de la population de Montpelier. Il paraît même qu'un nombre non négligeable (45% ? nonnnn c'est pas possib') de personnes passent *à côté* du capteur... sans se faire COMPTER !!! moi je démissionne c'est pu possib',,,
02/07/2020 23:51:39,02/07/2020,23:03:00,95383,1781,,,,,
03/07/2020 09:08:59,03/07/2020,09:08:00,95773,336,,Tim,,,
03/07/2020 09:13:32,03/07/2020,08:21:00,95639,202,,Tim,,,
03/07/2020 09:29:23,03/07/2020,09:17:00,95792,355,,Tim,,,
03/07/2020 13:13:06,03/07/2020,12:22:00,96057,620,,"Thiours, c'est quoi ton vrai nom, en fait ?",,,
03/07/2020 13:15:05,03/07/2020,11:42:00,95986,549,,merci Sophia !,,,
03/07/2020 14:02:24,03/07/2020,14:01:00,96204,767,,,,,
03/07/2020 14:15:55,03/07/2020,13:56:00,96196,759,,,,,
03/07/2020 15:21:42,03/07/2020,15:21:00,96313,876,,,,,
03/07/2020 21:49:04,03/07/2020,21:34:00,97045,1608,,Timide,,,
03/07/2020 22:00:45,03/07/2020,21:16:00,97019,1582,,y'en a deux qu'arrivaient,,,
03/07/2020 22:20:14,03/07/2020,20:54:00,97002,1565,,En poste !,,,
03/07/2020 22:37:17,03/07/2020,18:55:00,96779,1342,,nederland,,,
03/07/2020 22:38:07,03/07/2020,19:52:00,96910,1473,,pour Pierre,,,
03/07/2020 22:42:03,03/07/2020,18:21:00,96688,1251,,clém,,,
03/07/2020 23:39:25,03/07/2020,01:52:00,95481,44,,Observation pierrot reconstituée,,,
04/07/2020 00:02:59,03/07/2020,23:53:00,97141,1704,,le préz qui clôt la journée en beauté (et au dessus de 1700),,,
04/07/2020 13:15:42,04/07/2020,13:15:00,97560,415,,Tim,,,
04/07/2020 13:20:19,04/07/2020,09:30:00,97307,162,,Tim,,,
04/07/2020 13:31:00,04/07/2020,13:01:00,97539,394,,good new day,,,
04/07/2020 13:33:04,04/07/2020,06:09:00,97220,75,,pierrot's morning,,,
04/07/2020 13:34:09,04/07/2020,11:54:00,97470,325,,pierrot's midday,,,
04/07/2020 13:36:04,04/07/2020,11:09:00,97423,278,,Cédric's late breakfast,,,
04/07/2020 16:24:38,04/07/2020,14:00:00,97609,464,,,,,
04/07/2020 18:22:18,04/07/2020,17:12:00,97767,622,,merci aurélien !!,,,
05/07/2020 06:07:48,05/07/2020,02:24:00,98204,48,,Pierre,,,
05/07/2020 07:29:52,05/07/2020,07:28:00,98247,91,,Thiours découvre qu'il peut rentrer les valeurs autonome ! :-D,,,
05/07/2020 09:42:10,05/07/2020,09:41:00,98306,150,,C'est qu'on y prend goût à ce petit formulaire !,,,
05/07/2020 16:37:05,05/07/2020,13:04:00,98453,297,,Les deux Raymonds,,,
05/07/2020 17:05:16,05/07/2020,16:58:00,98581,425,,+2,,,
05/07/2020 18:13:52,05/07/2020,07:45:00,98250,94,,plus que  100km,,,
05/07/2020 22:45:59,05/07/2020,19:57:00,98745,589,,DF tof soph,,,
05/07/2020 22:46:50,05/07/2020,18:45:00,98677,521,,DF Tof Auré,,,
05/07/2020 22:47:37,05/07/2020,18:04:00,98632,476,,DF Tof Clém,,,
06/07/2020 07:37:25,06/07/2020,06:44:00,99000,114,,"Tic Tac,  ce soir c'est la fête à Totem",,,
06/07/2020 07:56:48,06/07/2020,07:56:00,99063,177,,Le matin des 100k !?,,,
06/07/2020 08:33:50,06/07/2020,08:14:00,99104,218,,,,,
06/07/2020 11:46:06,06/07/2020,11:45:00,99445,559,,,,,
